client_id,district_id,birth_day,gender
298,65,1921-06-13,Male
300,1,1957-07-30,Female
301,28,1942-01-10,Male
302,56,1971-02-23,Male
303,74,1946-05-06,Male
304,19,1934-03-11,Female
305,46,1938-06-08,Male
308,68,1976-06-12,Female
309,37,1969-12-14,Female
310,11,1950-04-16,Male
311,64,1930-09-16,Female
312,2,1924-07-03,Male
313,24,1942-05-11,Female
314,24,1945-03-22,Male
315,54,1967-05-01,Male
316,75,1955-04-28,Male
317,64,1957-10-06,Female
318,15,1943-04-02,Female
319,19,1929-04-04,Female
320,19,1934-11-12,Male
321,47,1943-10-24,Female
322,38,1933-02-01,Male
323,38,1938-04-04,Female
324,3,1960-12-03,Male
325,3,1960-02-21,Male
326,27,1967-09-18,Female
327,27,1968-10-13,Male
328,1,1918-01-24,Female
329,11,1964-12-03,Male
330,65,1944-08-05,Female
331,1,1942-03-02,Male
332,29,1978-07-25,Male
333,38,1971-10-19,Male
334,32,1969-10-31,Male
335,73,1967-07-22,Female
336,39,1964-02-11,Female
337,39,1957-05-08,Male
338,8,1951-06-19,Female
339,1,1966-07-30,Male
340,1,1970-08-19,Female
341,69,1977-03-16,Male
342,69,1972-06-30,Female
343,44,1919-11-19,Male
344,54,1963-07-16,Female
345,17,1953-12-07,Male
346,17,1960-11-02,Female
347,71,1959-12-13,Male
348,71,1953-01-24,Female
349,39,1927-05-27,Female
350,25,1925-04-02,Female
351,1,1973-05-01,Male
352,56,1940-08-27,Male
353,7,1965-10-26,Male
354,49,1922-04-27,Female
355,49,1930-05-31,Male
356,1,1979-12-07,Female
357,1,1979-03-30,Male
358,7,1959-06-26,Female
359,66,1970-02-16,Male
360,49,1943-04-27,Male
361,74,1977-05-25,Female
362,35,1950-04-27,Female
363,35,1942-07-01,Male
364,54,1942-12-05,Female
365,1,1930-01-09,Male
366,1,1936-11-10,Female
367,60,1963-09-03,Female
368,60,1968-10-14,Male
369,7,1930-11-06,Female
370,71,1956-01-05,Female
371,4,1942-07-16,Male
372,34,1932-04-03,Male
373,16,1936-02-28,Male
374,26,1967-06-14,Male
375,61,1969-09-29,Female
376,14,1973-01-08,Female
378,50,1978-05-15,Male
379,50,1983-10-13,Female
380,41,1973-01-19,Male
381,73,1977-01-26,Female
382,73,1978-06-30,Male
383,15,1939-05-17,Female
384,15,1935-10-08,Male
385,45,1948-03-24,Male
386,62,1980-08-21,Male
387,76,1927-06-06,Male
388,36,1950-10-30,Female
389,47,1974-06-30,Female
390,47,1977-01-27,Female
391,47,1933-05-22,Female
392,74,1950-04-01,Female
393,74,1956-08-31,Male
394,52,1924-05-18,Female
395,52,1919-07-05,Male
396,1,1920-05-02,Male
397,75,1930-03-27,Male
398,61,1925-03-26,Female
399,45,1952-04-14,Male
400,1,1933-12-27,Male
401,1,1928-11-19,Female
402,3,1943-12-25,Male
403,42,1973-05-26,Female
404,42,1967-04-20,Male
405,65,1934-10-19,Female
406,36,1977-05-15,Male
407,73,1975-05-27,Female
408,35,1978-02-22,Female
409,74,1925-06-18,Male
410,62,1962-12-20,Male
411,17,1941-04-14,Female
412,17,1944-04-17,Male
413,49,1972-11-18,Female
414,46,1947-10-19,Female
415,46,1945-04-01,Male
416,1,1932-10-07,Female
417,1,1930-06-10,Male
418,28,1966-10-13,Male
419,64,1970-10-07,Female
420,18,1978-03-13,Male
421,54,1965-07-31,Male
422,69,1946-12-07,Male
423,37,1957-06-23,Male
424,1,1947-10-08,Male
425,25,1948-02-12,Male
426,72,1937-06-01,Male
427,72,1941-09-14,Female
428,47,1919-11-16,Female
429,50,1981-01-20,Female
430,39,1920-07-28,Male
431,24,1927-10-01,Female
432,59,1952-03-26,Female
433,62,1955-02-07,Male
434,70,1943-01-30,Female
435,20,1967-10-23,Male
436,2,1955-06-15,Male
437,11,1920-01-17,Female
438,32,1938-09-28,Male
439,51,1968-09-12,Female
440,15,1970-07-07,Female
441,1,1959-09-14,Male
442,1,1971-12-16,Female
443,1,1971-12-20,Male
444,74,1960-08-01,Female
445,1,1947-04-27,Female
446,1,1952-03-19,Male
447,23,1946-09-04,Male
448,77,1970-08-15,Female
450,25,1953-11-27,Male
451,12,1979-04-14,Male
452,55,1953-10-22,Female
453,67,1969-07-16,Male
454,38,1949-06-15,Female
455,68,1920-07-26,Male
456,25,1940-02-28,Male
457,70,1950-09-26,Male
458,68,1961-07-24,Male
459,32,1967-07-23,Female
461,68,1970-08-13,Female
462,14,1970-12-21,Male
463,38,1944-04-05,Male
464,24,1959-07-30,Female
465,5,1952-09-01,Male
466,1,1947-11-19,Female
467,1,1950-04-17,Male
468,72,1959-04-27,Male
469,59,1970-10-13,Female
470,30,1954-04-21,Female
471,44,1977-01-11,Male
472,36,1981-12-27,Male
473,1,1939-09-25,Female
474,46,1949-05-31,Male
476,1,1947-06-01,Female
477,1,1954-07-20,Male
478,21,1978-06-21,Male
479,11,1947-08-20,Male
480,11,1946-01-24,Female
481,69,1927-01-22,Male
482,69,1934-01-22,Female
483,1,1944-06-19,Male
484,28,1959-09-13,Female
485,32,1978-05-16,Male
486,68,1944-04-12,Male
487,1,1922-04-01,Female
488,1,1917-08-02,Male
489,41,1940-10-07,Male
490,55,1950-10-23,Male
491,63,1966-08-05,Male
492,72,1935-10-26,Male
493,41,1942-06-04,Female
494,1,1980-05-19,Male
495,49,1937-04-07,Female
496,70,1951-05-21,Female
497,74,1953-02-02,Male
498,74,1948-01-15,Female
499,18,1935-07-08,Female
500,1,1971-01-06,Male
501,62,1937-10-28,Male
502,6,1919-12-08,Male
503,73,1959-07-24,Male
504,36,1979-08-01,Male
505,13,1977-12-21,Male
506,75,1946-08-16,Male
507,75,1954-11-16,Male
508,53,1971-04-28,Male
509,73,1980-05-02,Male
510,12,1976-04-15,Male
511,9,1959-02-18,Male
512,60,1965-08-03,Female
513,8,1974-01-11,Female
514,8,1968-11-15,Male
515,1,1932-05-26,Male
516,1,1930-04-27,Female
517,63,1965-07-25,Male
518,54,1979-04-28,Female
519,18,1980-04-13,Male
520,46,1947-09-27,Female
521,69,1975-12-25,Male
522,1,1956-03-04,Female
523,38,1922-12-17,Male
524,30,1963-01-02,Female
525,30,1969-08-14,Male
526,43,1964-02-01,Male
527,43,1966-08-18,Female
528,37,1977-02-11,Male
529,69,1978-11-05,Male
530,29,1957-09-27,Female
531,27,1976-10-04,Male
532,27,1980-09-03,Female
533,54,1941-05-19,Female
534,74,1957-07-22,Male
535,26,1937-09-09,Male
536,47,1939-08-25,Male
537,1,1935-01-16,Male
538,5,1948-05-10,Female
540,19,1921-07-28,Male
541,19,1927-03-09,Female
542,59,1921-02-09,Female
543,11,1958-04-15,Female
544,63,1948-11-16,Male
545,75,1973-10-11,Female
546,7,1953-08-25,Male
547,54,1949-03-31,Male
548,49,1937-12-04,Male
550,7,1961-11-30,Male
551,47,1976-07-05,Female
552,1,1934-05-08,Female
553,1,1941-04-07,Male
554,30,1925-04-19,Female
555,30,1926-10-21,Male
556,29,1946-07-08,Male
557,51,1939-07-17,Male
558,43,1920-07-05,Female
559,32,1972-09-05,Female
560,71,1967-12-16,Female
561,74,1962-11-10,Female
562,49,1975-09-22,Female
563,72,1961-09-09,Female
564,72,1955-01-24,Male
565,64,1959-07-03,Female
566,47,1946-03-05,Female
567,47,1950-05-02,Male
568,8,1960-07-19,Female
569,73,1962-06-15,Male
570,61,1941-01-31,Female
571,3,1924-09-27,Male
572,3,1920-08-04,Female
573,69,1967-08-10,Male
574,1,1972-12-25,Male
575,58,1970-04-04,Male
576,58,1974-05-12,Female
577,1,1963-12-05,Female
578,23,1977-07-07,Female
579,72,1933-05-31,Female
581,70,1949-02-04,Female
582,1,1950-09-26,Male
583,75,1965-01-01,Female
584,33,1976-05-13,Female
585,40,1942-02-21,Female
586,40,1947-11-03,Male
587,25,1945-07-08,Female
588,61,1960-10-20,Female
589,45,1961-09-17,Male
590,44,1949-02-15,Male
591,65,1974-10-29,Female
592,26,1965-07-18,Male
593,60,1954-07-10,Female
596,69,1948-10-24,Male
597,55,1943-02-22,Male
598,1,1970-12-31,Male
599,1,1977-05-18,Female
601,56,1966-03-12,Male
602,56,1965-01-16,Female
603,13,1966-03-09,Female
604,1,1965-07-31,Female
605,1,1970-08-27,Female
606,10,1949-01-25,Female
607,64,1964-03-30,Male
608,67,1972-08-31,Male
609,52,1962-09-02,Male
610,74,1979-08-10,Female
611,36,1952-10-13,Male
612,36,1960-11-10,Female
613,1,1977-08-10,Female
614,14,1947-02-03,Female
615,68,1949-09-13,Female
616,58,1975-01-01,Male
617,70,1974-03-14,Male
618,57,1932-03-16,Female
619,6,1920-09-07,Male
620,6,1918-02-13,Female
621,54,1939-03-17,Male
622,74,1931-11-23,Female
623,24,1925-09-04,Male
624,24,1932-07-26,Female
625,60,1978-11-24,Female
626,9,1980-04-13,Male
627,17,1972-04-11,Male
628,17,1970-05-27,Female
629,16,1976-03-10,Male
630,61,1952-03-03,Male
631,70,1956-03-22,Female
632,67,1946-03-16,Male
633,67,1938-06-12,Female
635,17,1927-06-29,Female
636,17,1935-02-17,Male
637,39,1970-12-15,Female
638,54,1961-02-03,Female
639,31,1978-08-02,Male
640,26,1979-04-15,Male
641,40,1962-07-04,Female
642,40,1963-10-25,Male
643,1,1949-06-13,Female
644,35,1961-04-23,Female
645,14,1925-12-21,Male
646,34,1922-09-29,Female
647,34,1929-04-06,Male
648,70,1935-09-28,Female
649,13,1978-05-02,Female
651,54,1976-01-27,Female
652,61,1938-12-08,Male
653,1,1930-11-21,Female
654,64,1942-05-17,Female
655,32,1942-12-10,Male
656,1,1956-06-06,Male
657,8,1926-07-10,Female
658,8,1926-12-21,Male
659,24,1965-12-07,Male
660,16,1923-03-22,Male
661,16,1919-01-15,Female
662,5,1945-08-07,Male
663,24,1923-01-20,Male
664,77,1980-03-19,Female
665,62,1932-04-05,Female
666,26,1982-05-23,Male
667,26,1981-07-20,Female
668,1,1942-12-25,Female
669,12,1956-12-19,Female
670,1,1959-01-21,Male
671,10,1971-02-27,Female
672,46,1929-11-09,Female
673,36,1939-10-29,Male
674,11,1927-01-11,Female
675,50,1975-11-12,Male
676,70,1953-02-07,Male
677,5,1963-05-24,Male
678,39,1933-05-28,Female
679,8,1940-03-19,Male
680,8,1940-05-09,Female
681,15,1977-01-15,Male
682,18,1979-10-21,Male
683,76,1945-08-29,Female
684,3,1976-04-10,Female
685,72,1930-12-13,Female
686,32,1971-10-03,Female
687,32,1975-01-28,Male
688,1,1954-05-04,Male
689,70,1964-08-02,Male
690,38,1942-11-07,Male
691,38,1944-01-13,Female
692,74,1936-01-11,Female
693,74,1935-03-17,Male
694,29,1936-02-28,Male
695,28,1955-06-27,Male
696,28,1952-12-01,Female
698,75,1954-02-27,Male
699,26,1922-04-22,Female
700,12,1929-11-20,Male
702,31,1968-11-07,Female
703,4,1959-04-26,Male
704,54,1975-05-01,Male
705,19,1938-12-10,Male
706,1,1948-08-05,Male
707,1,1941-12-14,Male
708,50,1977-11-27,Female
709,1,1934-12-29,Male
710,23,1925-11-28,Male
711,48,1963-08-16,Female
712,54,1962-12-04,Male
713,20,1980-03-29,Female
714,31,1970-10-08,Male
715,1,1952-01-15,Female
716,1,1954-12-04,Female
717,54,1968-05-02,Male
718,54,1960-02-28,Female
719,46,1974-08-09,Male
720,29,1954-09-06,Male
721,43,1940-02-15,Male
722,62,1970-11-25,Female
723,12,1957-07-26,Female
724,65,1953-02-02,Female
725,75,1956-12-11,Male
726,16,1935-02-13,Male
727,32,1930-07-20,Female
728,32,1932-01-20,Male
729,63,1969-03-17,Female
730,63,1973-08-14,Male
731,74,1979-01-22,Female
732,74,1978-07-05,Male
733,46,1978-07-28,Male
734,46,1985-01-14,Female
735,1,1973-11-26,Male
736,1,1977-04-26,Female
737,74,1952-11-04,Male
738,25,1920-03-26,Male
739,72,1942-04-16,Male
740,55,1923-11-07,Male
741,74,1941-07-09,Male
742,1,1951-10-15,Female
743,1,1941-02-17,Male
744,26,1940-07-18,Male
745,52,1966-02-14,Female
746,52,1962-04-16,Male
747,24,1953-08-20,Female
748,25,1936-10-15,Male
749,25,1933-07-29,Female
750,70,1956-09-29,Female
751,70,1959-03-09,Male
752,72,1944-12-20,Male
753,72,1940-09-24,Female
754,63,1947-06-04,Female
755,72,1947-11-21,Male
756,31,1920-05-13,Male
757,71,1970-12-20,Female
758,68,1961-07-26,Female
759,29,1955-05-20,Male
760,57,1936-08-25,Female
762,21,1937-04-20,Male
763,75,1927-08-24,Female
764,49,1955-10-13,Female
765,65,1969-12-31,Male
766,1,1926-07-03,Female
767,1,1923-06-16,Male
768,32,1931-09-23,Female
769,40,1977-12-15,Male
772,64,1944-12-10,Male
773,4,1935-10-30,Male
774,70,1973-03-03,Male
775,51,1940-11-30,Female
776,1,1953-05-03,Female
777,1,1961-05-20,Male
778,13,1940-06-04,Male
779,69,1944-06-12,Female
780,3,1924-02-26,Male
781,72,1945-09-20,Male
782,5,1963-03-18,Female
783,27,1971-03-25,Female
784,27,1964-12-28,Male
785,63,1934-09-09,Male
786,53,1978-09-06,Male
787,3,1947-12-08,Male
788,47,1974-09-03,Male
789,4,1931-09-21,Male
790,63,1967-05-09,Female
791,68,1950-09-29,Female
793,21,1978-02-04,Male
794,21,1979-07-16,Female
796,1,1919-08-30,Male
797,8,1948-01-27,Male
798,27,1940-02-12,Female
799,27,1936-02-19,Male
803,35,1951-02-15,Male
804,35,1956-01-23,Female
806,60,1980-04-22,Male
807,53,1969-10-21,Female
808,31,1963-11-28,Male
809,49,1919-10-15,Male
810,58,1945-09-24,Female
811,58,1940-05-28,Male
812,39,1940-12-06,Male
813,70,1964-01-29,Male
814,19,1959-10-01,Male
815,22,1964-10-27,Female
816,17,1958-02-01,Female
818,54,1966-04-27,Male
819,74,1958-07-08,Male
820,74,1960-11-06,Female
821,49,1948-05-12,Male
822,37,1959-05-08,Female
823,41,1956-10-24,Male
824,27,1952-09-05,Male
825,74,1977-04-02,Male
826,1,1978-01-23,Male
827,10,1965-09-04,Female
829,24,1957-05-19,Male
830,69,1948-08-27,Male
831,2,1948-05-02,Male
832,67,1923-12-23,Female
833,5,1960-06-11,Male
834,54,1922-12-17,Male
835,28,1943-10-20,Female
836,28,1948-06-14,Male
837,71,1974-10-14,Male
838,71,1968-02-04,Female
839,47,1955-05-18,Female
840,20,1937-04-26,Male
841,69,1981-02-10,Male
842,12,1933-07-03,Female
843,54,1957-09-03,Female
844,22,1945-01-14,Male
845,22,1953-01-30,Female
846,35,1949-12-01,Male
847,49,1979-12-25,Male
849,26,1939-06-06,Female
850,19,1969-09-21,Male
851,25,1919-06-16,Male
852,25,1916-06-04,Female
853,70,1949-06-02,Male
854,72,1941-11-02,Female
855,58,1930-01-28,Male
856,23,1919-01-22,Male
857,32,1948-02-21,Male
858,47,1959-03-29,Female
859,1,1968-07-29,Female
860,1,1967-12-08,Male
861,1,1956-09-13,Female
862,30,1952-01-05,Male
863,54,1968-11-29,Female
864,11,1953-03-27,Male
865,11,1946-11-03,Female
866,38,1975-11-24,Female
870,70,1957-05-06,Male
871,76,1974-03-11,Male
872,35,1963-02-22,Male
873,60,1944-01-05,Male
874,14,1952-09-05,Female
875,14,1956-12-07,Male
876,1,1960-11-25,Male
877,5,1927-01-21,Female
878,5,1920-04-17,Male
879,38,1943-12-08,Female
880,49,1960-02-17,Male
881,5,1975-02-22,Female
882,70,1933-09-09,Female
883,75,1920-01-06,Female
884,75,1918-10-14,Male
885,34,1923-02-08,Male
886,34,1948-02-02,Male
887,66,1973-11-28,Female
888,28,1973-10-26,Male
889,54,1981-10-24,Female
890,77,1919-03-30,Male
891,33,1931-01-31,Male
892,42,1922-05-24,Female
893,43,1935-10-23,Female
894,75,1934-08-18,Male
895,39,1970-07-03,Male
896,36,1973-04-24,Female
897,36,1981-03-25,Male
898,38,1943-04-27,Female
899,38,1944-02-13,Male
900,73,1977-04-10,Male
901,39,1919-12-21,Male
902,23,1950-08-15,Male
903,31,1934-03-06,Male
904,1,1932-02-08,Male
905,38,1940-10-23,Male
906,65,1978-06-16,Male
907,51,1948-03-11,Male
908,51,1961-03-07,Female
909,23,1975-09-07,Male
910,1,1961-09-27,Male
911,43,1939-11-28,Male
912,76,1920-10-29,Male
913,1,1938-11-18,Male
914,1,1921-01-19,Female
915,12,1975-05-03,Male
916,3,1958-06-29,Male
917,25,1973-09-16,Female
918,26,1964-12-23,Male
921,7,1954-02-13,Female
922,22,1972-08-16,Female
923,22,1978-08-22,Male
924,1,1953-07-12,Male
925,54,1959-08-13,Male
926,1,1981-01-22,Male
927,1,1974-10-26,Male
928,66,1951-10-10,Female
929,30,1935-04-23,Male
930,68,1959-08-25,Female
931,16,1968-06-07,Male
932,3,1947-09-27,Male
933,33,1978-03-11,Female
934,33,1982-08-19,Male
935,42,1946-05-17,Female
936,42,1943-07-30,Male
937,1,1931-11-14,Male
938,59,1944-08-07,Female
939,21,1952-08-03,Male
940,53,1960-08-11,Male
941,10,1935-10-05,Male
942,12,1931-09-02,Female
943,12,1936-09-26,Male
944,39,1970-12-18,Male
945,39,1977-01-10,Female
946,54,1951-08-06,Male
948,49,1924-04-22,Male
949,3,1976-07-27,Male
950,76,1965-04-12,Female
951,76,1960-09-17,Male
952,63,1951-05-01,Female
953,25,1937-10-17,Male
954,1,1942-10-20,Female
955,57,1970-01-28,Male
956,1,1966-10-21,Male
957,56,1941-12-23,Female
958,56,1942-05-04,Male
959,11,1962-09-12,Female
960,16,1957-04-13,Female
961,15,1931-10-04,Female
962,19,1966-02-19,Male
963,64,1966-12-17,Female
964,10,1953-10-21,Female
965,13,1972-12-01,Female
966,13,1978-09-02,Male
967,76,1979-06-20,Male
968,69,1957-02-17,Male
970,36,1957-03-29,Male
971,46,1919-01-01,Female
972,46,1917-05-06,Male
973,14,1970-10-06,Female
974,14,1963-06-24,Male
975,1,1959-07-12,Female
976,16,1955-11-19,Female
977,76,1926-05-10,Female
978,56,1968-06-09,Female
979,56,1966-11-18,Male
980,40,1961-09-30,Male
981,5,1960-06-28,Male
984,20,1949-07-03,Male
985,20,1947-01-13,Female
986,74,1955-05-16,Male
987,60,1952-05-20,Male
988,40,1939-10-01,Female
989,40,1933-08-15,Male
990,71,1961-12-24,Male
991,32,1941-06-27,Male
992,19,1948-05-21,Male
993,44,1969-10-31,Female
994,36,1971-04-27,Male
995,36,1973-10-30,Female
996,1,1980-06-26,Female
997,59,1950-11-11,Male
998,59,1953-06-28,Female
999,74,1966-09-01,Female
1000,74,1961-10-27,Male
1001,44,1947-04-14,Male
1002,42,1944-03-08,Female
1003,31,1937-10-31,Female
1004,3,1957-09-25,Male
1006,46,1942-06-28,Female
1007,46,1938-01-05,Male
1008,6,1956-07-06,Male
1009,33,1962-04-27,Female
1010,33,1955-08-16,Male
1011,16,1939-07-13,Male
1012,70,1966-02-13,Female
1013,70,1973-03-12,Male
1014,1,1931-02-08,Male
1015,62,1934-03-13,Male
1016,62,1940-07-21,Female
1017,6,1943-02-12,Female
1018,53,1945-02-28,Male
1019,14,1946-12-22,Female
1020,72,1977-05-10,Female
1021,2,1977-08-05,Male
1022,31,1940-07-23,Male
1023,1,1938-12-28,Male
1024,25,1956-03-29,Male
1025,15,1964-07-08,Male
1026,57,1979-08-12,Male
1027,1,1940-11-04,Female
1028,1,1934-10-02,Male
1029,1,1954-03-16,Female
1030,1,1947-10-11,Male
1031,2,1968-12-11,Female
1032,1,1938-10-30,Female
1033,1,1937-10-14,Male
1034,52,1974-11-11,Female
1035,13,1971-03-28,Female
1036,13,1976-12-06,Male
1037,1,1965-11-01,Female
1038,69,1961-09-23,Female
1039,70,1980-10-11,Female
1040,1,1960-06-17,Male
1041,72,1961-07-05,Male
1042,17,1966-09-25,Female
1043,17,1963-11-16,Male
1044,9,1971-09-13,Female
1045,60,1947-12-24,Female
1046,1,1975-08-24,Male
1047,16,1963-07-11,Female
1048,70,1974-10-03,Female
1049,1,1942-11-11,Male
1050,27,1971-07-01,Female
